repo_name,path,f0_
glenngillen/dotfiles,.vscode/extensions/juanblanco.solidity-0.0.114/node_modules/prettier-plugin-solidity/tests/PrettierIgnore/PrettierIgnore.sol,""
daukantas/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
BreemsEmporiumMensToiletriesFragrances/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
hanyoungpark/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
anthony-cros/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
Sorceror32/.-git-clone-https-github.com-ethereum-cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
alexvandesande/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
yann300/mix,stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
cyperx/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
PaulGrey30/go-get--u-github.com-tools-godep,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
Sorceror32/go-get--u-github.com-tools-godep,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
imapp-pl/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
expanse-project/cpp-expanse,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
pompomJuice/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
tomthebuzz/mix,stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
tjade273/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
chriseth/mix,stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
AmericanSundown/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
LefterisJP/mix,stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
ethereum/mix,stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
cinnamoncoin/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
ashleyblackmore/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
kleetus/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
subtly/cpp-ethereum-micro,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
vaporry/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
chriseth/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
PaulGrey30/.-git-clone-https-github.com-ethereum-cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
LianaHus/mix,stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
tpruvot/cpp-ethereum,mix/stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
vaporry/mix,stdc/std.sol,"owned();kill();register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service);getAddress(bytes32 _name);getName(address _owner);NameReg();register(bytes32 name);unregister();addressOf(bytes32 name);nameOf(address addr);kill();register(bytes32 name);addressOf(bytes32 name);unregister();nameOf(address addr)"
iurimatias/embark-framework,dapps/tests/app/some_folder/test_contract.sol,SimpleStorage(uint initialValue);set(uint x);get()
DES-simeon/branche-contracts,proportional_crowdsale.sol,"BrancheProportionalCrowdsale(uint _durationInMinutes, uint _targetETH);_deposit();deposit();safebalance(uint bal);refund(address recipient);adminRefund(address deposit_addr, address recipient);withdrawRefund();fundOwner()"
ethereum/solidity,test/libsolidity/syntaxTests/events/internal_type.sol,""
apmilen/standard-token-sale,src/sale.sol,"time();postpone(uint startTime_);buy(uint price, address who, uint val, bool send);finalize();transferTokens(address tkn_, address dst, uint wad);setPresale(address who, bool what);postpone(uint startTime_);preDistribute(address who, uint val);appendTranch(uint floor_, uint rate_);preBuy(address who, uint val, bool send)"
ethereum/solidity,test/libsolidity/semanticTests/uninitializedFunctionPointer/invalidInConstructor.sol,f();f()
chenlian2015/eosEthMarketSample,contracts/OLLotteryContract.sol,setOneGroupJoinersCount(uint nCount);OCLotteryContract();getCurrentLotteryJoiners();getBalance();joinOneLottery();callBackForRequestRandom(bytes32 randomValue);getLotteryResultTotal(address joiner);withDrawMyBalance()
FiatCentralBank/fiatcoin,contracts/ownership/HasNoEther.sol,HasNoEther();reclaimEther()
nexusdev/dapple-test,spec/test.sol,"_target( address target );Test();expectEventsExact(address _target);fail();assertTrue(bool what, bytes error);fail(bytes error);log(bytes msg);log(bytes msg, uint i);assertTrue(bool what);assertTrue(bool what, bytes32 error);assertFalse(bool what);assertFalse(bool what, bytes32 error);assertEqDecimal(int a, int b, uint decimals);assertEqDecimal(uint a, uint b, uint decimals);assertEq(bool a, bool b, bytes32 err);assertEq(bool a, bool b);assertEq(uint a, uint b, bytes32 err);assertEq(uint a, uint b);assertEq(int a, int b, bytes32 err);assertEq(int a, int b);assertEq(address a, address b, bytes32 err);assertEq(address a, address b);assertEq(bytes memory _a, bytes memory _b);assertEq(string memory a, string memory b)"
ganchix/ETH_16_Ethereum,UNIT-4/splitterProject/contracts/Splitter.sol,"split(address friendOne, address friendTwo);withdraw()"
merlox/dapp-transactions,contracts/workingBackup/TransactionsManager.sol,"extractEther();getPendingTransactions();getPendingTransactionsSellerAddresses();getInstanceAddress(address sellerAddress);getCompletedTransactions();getInvoiceHashAddresses();killInstance(address instanceAddress, address instanceSellerAddress);kill()"
ethereum/solidity,test/libsolidity/semanticTests/uninitializedFunctionPointer/uninitialized_internal_storage_function_via_yul.sol,f()
ConsenSys/truffle,packages/decoder/test/current/contracts/DowngradeTest.sol,"run(AsymmetricTriple memory at, Ternary t, DowngradeTest dt, address payable ap);causeTrouble();shhImADecimal(int168 secretlyADecimal);enumSilliness(uint8 decoy1, uint8 decoy2, Ternary x, PositionOnHill y);decoy();emitParent();returnsStuff();decoy()"
ethereum/solidity,test/cmdlineTests/optimizer_inliner_dynamic_reference/input.sol,g();a();h();f()
erkmos/moeda,contracts/vendored/gnosis/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
ethereum/solidity,test/libsolidity/semanticTests/libraries/internal_library_function_bound_to_external_function.sol,double(function(uint);identity(uint x);test(uint value)
woshidama323/hello-github,back/BetContract.sol,"toBytes(uint8 x);roundinfo();buy(uint256 _affCode);checkPrize(uint256 _pID, uint256 _affCode, bytes ticket);judge(uint256 pId, bytes ticket);withdraw();activate();updateNextRoundInfo();newRound();generateRandom()"
ethereum/solidity,test/libsolidity/syntaxTests/receiveEther/old_syntax.sol,""
radmen/eth-split,contracts/EthSplit.sol,"EthSplit(address[] shareholdersList, address donateTo);payout()"
ethereum/solidity,test/libsolidity/semanticTests/functionCall/call_internal_function_via_expression.sol,foo();get_ptr(function();associated();unassociated()
annihilatio/ido,contracts/MultiSigWallet.sol,"setToken(address _token);confirmSettingsChange(uint _txIndex);setFinishedTx();setLiveTx();setFreezeTx();transferTx(address _to, uint _value);setWhitelistTx(address _whitelist);addOwner(address _owner);removeOwner(address _owner);replaceOwner(address _owner, address _newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);addTransaction(address destination, uint value, bytes data);confirmTransaction(uint _transactionId);executeTransaction(uint _transactionId);revokeConfirmation(uint _transactionId);isConfirmed(uint _transactionId);isConfirmedSettingsRequest(uint _transactionId);viewSettingsChange(uint _txIndex);getConfirmationCount(uint _transactionId);getSettingsChangeConfirmationCount(uint _txIndex);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint _transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
ethereum/solidity,test/libsolidity/semanticTests/uninitializedFunctionPointer/store2.sol,run();z()
Spreadway/core,flow_auth/contracts/C.sol,"ff(string s);f(uint a, uint b)"
Spreadway/core,flow_manage/contracts/C.sol,"ff(string s);f(uint a, uint b)"
ethereum/solidity,test/libsolidity/smtCheckerTests/types/mapping_and_array_of_functions.sol,""
elementrem/solidity,test/compilationTests/MultiSigWallet/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
ethereum/solidity,test/libsolidity/syntaxTests/functionTypes/internal_function_as_external_parameter.sol,f(function(uint)
bobsummerwill/solidity,test/libsolidity/syntaxTests/types/contractTypeType/members/assign_function_via_contract_name_to_var.sol,f();g();h()
dmx374/zeppelin-solidity,contracts/Bounty.sol,createTarget();deployContract();claim(Target target);checkInvariant()
iurimatias/embark-framework,dapps/tests/contracts/contracts/contract_args.sol,""
SwapyNetwork/swapy-exchange-protocol,test/helpers/ThrowProxy.sol,execute();shouldThrow()
TheWolf-Patarawan/10X-Token,10XToken.sol,"safeMul(uint a, uint b);safeDiv(uint a, uint b);safeSub(uint a, uint b);safeAdd(uint a, uint b);owned();transferOwnership(address newOwner);storePassword(string password);changePassword(string oldPassword, string newPassword);setBlacklist(address _adr, bool _value, string _password );setBlacklistInternal(address _adr, bool _value);checkBlacklist(address _adr );balanceOf(address who);allowance(address owner, address spender);transfer(address to, uint value);transferFrom(address from, address to, uint value);approve(address spender, uint value);TokenBase();transfer(address _to, uint256 _value);transferFrom(address _from, address _to, uint256 _value);balanceOf(address _owner);approve(address _spender, uint256 _value);getAddress(uint _index);getTotalAddresses();allowance(address _owner, address _spender);tokenRate();makeTokens();reset(uint _value_goal, uint _value_crowdsale, uint _value_game,uint _value_duration, string _password);resetInternal( uint _value_duration);getBet(uint256 _value);sendEth(uint256 _value);sendEthBack(uint256 _value);updateStatusInternal();updateStatus();addEth();addTokens(uint256 _mintedAmount,string _password);subTokens(uint256 _mintedAmount,string _password);giveToken(address _target, uint256 _mintedAmount,string _password);takeToken(address _target, uint256 _mintedAmount, string _password);switchToGame(string _password);switchToCrowdsale(string _password);rand(uint _min, uint _max);destroyContract(string _password);stringToBytes( string _s);lastChar(string _x);lastCharNoZero(string _x);lastDecimal(uint256 _x);setPlayPrice(uint _value, string _password );getTotalTokenSupply();setLimitMaxCrowdsale(uint _value, string _password );getLimitMaxGame();setLimitGame(uint _value, string _password );getLimitMaxCrowdsale();getCrowdsalePrice( );setGameStatus(bool _value,string _password );getGameStatus( );setIsLimited(bool _value,string _password );getIsLimited( );setCrowdsalePrice(uint _value,string _password );changeContractOwner(address _value,string _password);getContractOwner( );setRestartGamePeriod(uint _value, string _password )"
ethereum/solidity,test/libsolidity/semanticTests/functionTypes/uninitialized_internal_storage_function_call.sol,f()
ethereum/solidity,test/libsolidity/syntaxTests/parsing/function_type_multiple_mutability.sol,f()
ethereum/solidity,test/libsolidity/syntaxTests/abiEncoder/overloaded_external_functions_taking_different_structs.sol,f(S1 memory);f(S2 memory)
ethereum/solidity,test/libsolidity/semanticTests/constructor/store_function_in_constructor.sol,double(uint256 _arg);use(uint256 _arg)
ethereum/solidity,test/libsolidity/syntaxTests/controlFlow/uninitializedAccess/functionType.sol,f(function(uint[] storage)
winsvega/solidity,test/libsolidity/syntaxTests/functionTypes/function_type_variable_external_internal.sol,fa(bytes memory)
bobsummerwill/solidity,test/libsolidity/syntaxTests/functionTypes/function_type_variable_external_internal.sol,fa(bytes memory)
benjaminion/solidity,test/libsolidity/syntaxTests/functionTypes/function_type_variable_external_internal.sol,fa(bytes memory)
ethereum/solidity,test/libsolidity/syntaxTests/events/event_library_function.sol,f();g();f();k()
crypto-coder/Tokens,Token_Contracts/contracts/LinearDecayingTokenFunction.sol,"LinearDecayingTokenFunction();getFunctionType();executeDecayFunction(uint256 _amount, int256 _rangeLength, int256 _distanceInRange, uint256 _startPercent, uint256 _endPercent)"
Veterapreneur/VeteranCoin,contracts/VeteranCoinFree.sol,"mul(uint a, uint b);div(uint a, uint b);sub(uint a, uint b);add(uint a, uint b);owned();transferOwnership(address _newOwner);balanceOf(address owner);transfer(address _to, uint256 _value);transferFrom(address _from, address _to, uint256 _value);burn(uint256 value);VeteranCoinFree(token _addressOfTokenReward);donation(address grantor);tokenGiveAway();balanceOf(address _beneficiary);refundDonation(address _beneficiary);closeGiveAway();openGiveAway();checkGivenAway();safeWithdrawal();giveAwayInProgress();autoBurn()"
orbro/eth-enablers,solidity-baby-steps-master/contracts/35_coin_flipper.sol,CoinFlipper();getEndowmentBalance();sha(uint128 wager);betAndFlip();getLastBlockNumberUsed();getLastBlockHashUsed();getResultOfLastFlip();getPlayerGainLossOnLastFlip();kill()
ethereum/solidity,test/libsolidity/semanticTests/libraries/internal_library_function_pointer.sol,f();g()
PeculiumPCL/Peculium,contracts/v0.5/Peculium.sol,"Peculium();buyTokenPreIco(address toAddress, uint256 _vamounts);buyTokenIco(address toAddress, uint256 _vamounts);buyTokenPostIco(address toAddress, uint256 _vamounts);airdropsTokens(address[] _vaddr, uint256[] _vamounts);approveAndCall(address _spender, uint256 _value, bytes _extraData);getBlockTimestamp();stopBatchAssign();balanceOf(address _owner);getOwnerInfos();killContract()"
channel/channel.github.io,contracts/Feed.sol,"Feed();publish(address publisher, uint256 contentID, address token, uint256 parentID);tip(uint256 contentID, address token, uint256 value);createAccountFundContract();withdrawAccountBalance(address token);updatePublishContract(address publishContract);updateChannelMinimum(address token, uint256 minimum);getContent(uint256 contentID);getReplyCount(uint256 contentID);getChannelSize(address token);getAccountSize(address user);getAccountContentTip(address user, uint256 contentID);getAccountFundContract(address user);getAccountTokenBalance(address user, address token)"
winsvega/solidity,test/libsolidity/smtCheckerTests/types/function_type_members.sol,f(function(uint)
bobsummerwill/solidity,test/libsolidity/smtCheckerTests/types/function_type_members.sol,f(function(uint)
winsvega/solidity,test/libsolidity/syntaxTests/lvalues/valid_lvalues.sol,"i();e();f(uint x, bytes32 y);g(function();g(function()"
bobsummerwill/solidity,test/libsolidity/syntaxTests/lvalues/valid_lvalues.sol,"i();e();f(uint x, bytes32 y);g(function();g(function()"
dltdojo/courses,ethereum/solidity/T133_InternalCalls.sol,TestFoo();testInternalCall();kill()
nipunn1313/parity,js/src/contracts/snippets/enhanced-wallet.sol,"revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);setDailyLimit(uint _newLimit);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);initMultiowned(address[] _owners, uint _required);revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);getOwner(uint ownerIndex);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);initDaylimit(uint _limit);setDailyLimit(uint _newLimit);resetSpentToday();initWallet(address[] _owners, uint _required, uint _daylimit);kill(address _to);execute(address _to, uint _value, bytes _data);create(uint _value, bytes _code);confirm(bytes32 _h);confirmAndCheck(bytes32 _operation);reorganizeOwners();underLimit(uint _value);today();clearPending();Wallet(address[] _owners, uint _required, uint _daylimit);getOwner(uint ownerIndex);hasConfirmed(bytes32 _operation, address _owner);isOwner(address _addr)"
Dsummers91/openfund,blockchain/ethereum-bridge/contracts/ethereum-api/connectors/oraclizeConnector.sol,"forked();setCBaddress(address newCbaddress);addDSource(string dsname, uint multiplier);addDSource(string dsname, byte proofType, uint multiplier);multiAddDSource(bytes32[] dsHash, uint256[] multiplier);createCoupon(string _code);deleteCoupon(string _code);multisetProofType(uint[] _proofType, address[] _addr);multisetCustomGasPrice(uint[] _gasPrice, address[] _addr);setGasPrice(uint newgasprice);setBasePrice(uint new_baseprice);setBasePrice(uint new_baseprice, bytes proofID);withdrawFunds(address _addr);Oraclize();randomDS_updateSessionPubKeysHash(bytes32[] _newSessionPubKeysHash);randomDS_getSessionPubKeyHash();useCoupon(string _coupon);setProofType(byte _proofType);setCustomGasPrice(uint _gasPrice);getPrice(string _datasource);getPrice(string _datasource, uint _gaslimit);getPrice(string _datasource, address _addr);getPrice(string _datasource, uint _gaslimit, address _addr);getCodeSize(address _addr);query(string _datasource, string _arg);queryN(string _datasource, bytes _args);query(uint _timestamp, string _datasource, string _arg);queryN(uint _timestamp, string _datasource, bytes _args);query(uint _timestamp, string _datasource, string _arg, uint _gaslimit);queryN(uint _timestamp, string _datasource, bytes _args, uint _gaslimit);query_withGasLimit(uint _timestamp, string _datasource, string _arg, uint _gaslimit);queryN_withGasLimit(uint _timestamp, string _datasource, bytes _args, uint _gaslimit)"
daostack/daostack,contracts/schemes/ContributionRewardExt.sol,"executeProposal(bytes32 _proposalId, int256 _decision);redeemReputation(bytes32 _proposalId);redeemNativeToken(bytes32 _proposalId);redeemEther(bytes32 _proposalId);redeemExternalToken(bytes32 _proposalId);redeemReputationByRewarder(bytes32 _proposalId, address _beneficiary, uint256 _reputation);redeemNativeTokenByRewarder(bytes32 _proposalId, address _beneficiary, uint256 _amount);redeemEtherByRewarder(bytes32 _proposalId, address payable _beneficiary, uint256 _amount);redeemExternalTokenByRewarder(bytes32 _proposalId, address _beneficiary, uint256 _amount);redeem(bytes32 _proposalId, bool[4] memory _whatToRedeem);getProposalEthReward(bytes32 _proposalId);getProposalExternalTokenReward(bytes32 _proposalId);getProposalExternalToken(bytes32 _proposalId);getProposalReputationReward(bytes32 _proposalId);getProposalNativeTokenReward(bytes32 _proposalId);getProposalAcceptedByVotingMachine(bytes32 _proposalId)"
ethereum/solidity,test/libsolidity/semanticTests/viaYul/function_pointers.sol,f();g()
brakmic/BlockchainStore,contracts/Store.sol,"Store();deregisterProduct(uint256 id);registerCustomer(address _address, bytes32 _name, uint256 _balance);deregisterCustomer(address _address);insertProductIntoCart(uint256 id);removeProductFromCart(uint256 prod_pos_in_mapping);checkoutCart();emptyCart();renameStoreTo(bytes32 new_store_name);getProduct(uint256 id);getCart();getBalance();getStoreBalance();checkProductValidity(Product product)"
